station_pair,time,delay,coherence,station1,station2
TX.PB01_TX.PB03,17.0,-0.15057474065365373,0.832008911540247,PB01,PB03
TX.PB01_TX.PB03,21.0,0.1437171339342317,0.8097415607212547,PB01,PB03
TX.PB01_TX.PB03,25.0,0.6531448318273994,0.7452274957998322,PB01,PB03
TX.PB01_TX.PB03,29.0,-0.18268246632953752,0.8104707157597641,PB01,PB03
TX.PB01_TX.PB03,33.0,-0.47609903402264186,0.7732754265914769,PB01,PB03
TX.PB01_TX.PB03,37.0,0.5995573967847124,0.8164480842183811,PB01,PB03
TX.PB01_TX.PB03,41.0,-0.03988063844075736,0.8156012004235954,PB01,PB03
TX.PB01_TX.PB03,45.0,-0.6320649972685409,0.841615455253603,PB01,PB03
TX.PB01_TX.PB03,49.0,-0.1820934722303092,0.7894175620600302,PB01,PB03
TX.PB01_TX.PB03,53.0,-0.4104924549470355,0.7730839465245014,PB01,PB03
TX.PB01_TX.PB03,57.0,-0.3130342902281257,0.8422346555013066,PB01,PB03
TX.PB01_TX.PB04,29.0,0.5557803323599937,0.7370963954388874,PB01,PB04
TX.PB01_TX.PB04,33.0,-0.008182226882854235,0.8330927022544685,PB01,PB04
TX.PB01_TX.PB04,37.0,-0.3080511124912508,0.7980720699733854,PB01,PB04
TX.PB01_TX.PB04,41.0,0.4883745089907304,0.8299929769250931,PB01,PB04
TX.PB01_TX.PB04,45.0,0.4515383142004349,0.8020063589153515,PB01,PB04
TX.PB01_TX.PB04,49.0,-0.43263263743823904,0.8196360509582497,PB01,PB04
TX.PB01_TX.PB04,53.0,-0.3018790769470239,0.7966355704841996,PB01,PB04
TX.PB01_TX.PB04,57.0,-0.39343722173383217,0.8186874173282525,PB01,PB04
TX.PB01_TX.PB04,61.0,-0.015293512364899352,0.8457403617351821,PB01,PB04
TX.PB01_TX.PB04,65.0,-0.2614913410380847,0.8399685273640793,PB01,PB04
TX.PB01_TX.PB04,69.0,1.12620051528406,0.7943487493095626,PB01,PB04
TX.PB01_TX.PB05,23.0,0.30233254039220464,0.7958194952329978,PB01,PB05
TX.PB01_TX.PB05,27.0,-0.5205818952149152,0.8312878495993629,PB01,PB05
TX.PB01_TX.PB05,31.0,-0.20033232753055655,0.8231776497221782,PB01,PB05
TX.PB01_TX.PB05,35.0,0.2487791369802354,0.7827390079290975,PB01,PB05
TX.PB01_TX.PB05,39.0,0.06371741363964555,0.810768654761621,PB01,PB05
TX.PB01_TX.PB05,43.0,0.45147630468465433,0.8417666597655435,PB01,PB05
TX.PB01_TX.PB05,47.0,-0.03710725124699136,0.833292731235209,PB01,PB05
TX.PB01_TX.PB05,51.0,0.253443447755102,0.8473928639081942,PB01,PB05
TX.PB01_TX.PB05,55.0,-0.8551666132841309,0.8223511551063134,PB01,PB05
TX.PB01_TX.PB05,59.0,-0.13262315753994647,0.8370889869724704,PB01,PB05
TX.PB01_TX.PB05,63.0,0.2758779975273327,0.7930161392800165,PB01,PB05
TX.PB01_TX.PB06,49.0,0.02873482495255706,0.8161650502550075,PB01,PB06
TX.PB01_TX.PB06,53.0,0.13814786355815964,0.8142289337114103,PB01,PB06
TX.PB01_TX.PB06,57.0,0.4604375191075432,0.859698176389531,PB01,PB06
TX.PB01_TX.PB06,61.0,-0.11756260042707582,0.801432434241464,PB01,PB06
TX.PB01_TX.PB06,65.0,-0.20296120960595876,0.7828836424203875,PB01,PB06
TX.PB01_TX.PB06,69.0,-0.03158142774044109,0.7450156004097083,PB01,PB06
TX.PB01_TX.PB06,73.0,-0.25743975290480403,0.8056830240962243,PB01,PB06
TX.PB01_TX.PB06,77.0,0.0023870368436256506,0.7979235928123761,PB01,PB06
TX.PB01_TX.PB06,81.0,0.18210021437319385,0.8233588124272874,PB01,PB06
TX.PB01_TX.PB06,85.0,0.5371014648902352,0.7828486648133535,PB01,PB06
