station_pair,time,delay,coherence,station1,station2
TX.PB01_TX.PB03,17.0,-0.027409215915334788,0.8494477644400269,PB01,PB03
TX.PB01_TX.PB03,21.0,0.019527288185256036,0.7799604701523006,PB01,PB03
TX.PB01_TX.PB03,25.0,0.31235414647339993,0.7499994432598183,PB01,PB03
TX.PB01_TX.PB03,29.0,-0.27073592607572405,0.8084413968556349,PB01,PB03
TX.PB01_TX.PB03,33.0,-0.3770440517799445,0.750074996956659,PB01,PB03
TX.PB01_TX.PB03,37.0,0.2806666151233695,0.8560295013480611,PB01,PB03
TX.PB01_TX.PB03,41.0,0.2476721531353172,0.7918072500662585,PB01,PB03
TX.PB01_TX.PB03,45.0,0.019559256451563548,0.8393922765690474,PB01,PB03
TX.PB01_TX.PB03,49.0,0.3789797346344416,0.8340253876532605,PB01,PB03
TX.PB01_TX.PB03,53.0,-0.012846469481639942,0.8336089910614971,PB01,PB03
TX.PB01_TX.PB03,57.0,-0.05727858026078896,0.7874430293340131,PB01,PB03
TX.PB01_TX.PB04,29.0,1.1405742272777213,0.7616156620771593,PB01,PB04
TX.PB01_TX.PB04,33.0,-0.6545333521271434,0.8126842560713566,PB01,PB04
TX.PB01_TX.PB04,37.0,0.5226959408617382,0.7618798879926552,PB01,PB04
TX.PB01_TX.PB04,41.0,0.5799270408617767,0.8236289470471123,PB01,PB04
TX.PB01_TX.PB04,45.0,0.6091438787950769,0.8055351544706497,PB01,PB04
TX.PB01_TX.PB04,49.0,0.380656974552896,0.8158874930479849,PB01,PB04
TX.PB01_TX.PB04,53.0,0.045188919219449473,0.7707620944826388,PB01,PB04
TX.PB01_TX.PB04,57.0,0.2446612706441577,0.8037163766685536,PB01,PB04
TX.PB01_TX.PB04,61.0,-0.17820610062103756,0.8138012597810708,PB01,PB04
TX.PB01_TX.PB04,65.0,-0.4014383031596456,0.8054741459109014,PB01,PB04
TX.PB01_TX.PB04,69.0,0.7798731942509992,0.8132367194103775,PB01,PB04
TX.PB01_TX.PB05,23.0,0.4631456154483616,0.8228651296827416,PB01,PB05
TX.PB01_TX.PB05,27.0,-0.051412360123658615,0.8252897628290218,PB01,PB05
TX.PB01_TX.PB05,31.0,-0.40224414385025103,0.79533299115815,PB01,PB05
TX.PB01_TX.PB05,35.0,-0.1644317756443839,0.7937902284137132,PB01,PB05
TX.PB01_TX.PB05,39.0,0.3517831270748871,0.8454096835959907,PB01,PB05
TX.PB01_TX.PB05,43.0,0.296809303439086,0.7944547223195079,PB01,PB05
TX.PB01_TX.PB05,47.0,1.026361462091656,0.779292200872473,PB01,PB05
TX.PB01_TX.PB05,51.0,-0.005457153744005012,0.8421453259664056,PB01,PB05
TX.PB01_TX.PB05,55.0,-0.34375269592032803,0.8482351152893186,PB01,PB05
TX.PB01_TX.PB05,59.0,0.2200867289019927,0.8451419373044857,PB01,PB05
TX.PB01_TX.PB05,63.0,0.2833939296228116,0.8262371985391744,PB01,PB05
TX.PB01_TX.PB06,49.0,-0.3315363381718888,0.832111175844542,PB01,PB06
TX.PB01_TX.PB06,53.0,-0.5218714473150918,0.8293683409339657,PB01,PB06
TX.PB01_TX.PB06,57.0,0.14180208568058003,0.7803986822513443,PB01,PB06
TX.PB01_TX.PB06,61.0,-0.1565408029232306,0.8126137436840609,PB01,PB06
TX.PB01_TX.PB06,65.0,-0.47525122706952255,0.7698042187478567,PB01,PB06
TX.PB01_TX.PB06,69.0,0.5891867592822819,0.7943409236800512,PB01,PB06
TX.PB01_TX.PB06,73.0,-0.011886255442214099,0.802600503609995,PB01,PB06
TX.PB01_TX.PB06,77.0,0.7926952322267774,0.8344121357861297,PB01,PB06
TX.PB01_TX.PB06,81.0,-0.27617086327210444,0.822898592263356,PB01,PB06
TX.PB01_TX.PB06,85.0,1.1390418924189967,0.7426862874763235,PB01,PB06
TX.PB01_TX.PB06,89.0,-0.25453571869104435,0.8450246430053886,PB01,PB06
TX.PB01_TX.PB07,37.0,0.6295289202919485,0.8404599038660743,PB01,PB07
TX.PB01_TX.PB07,41.0,-1.015856808368288,0.8095773846717658,PB01,PB07
TX.PB01_TX.PB07,45.0,0.9020223341863784,0.7562156877791876,PB01,PB07
TX.PB01_TX.PB07,49.0,-0.3004209826231856,0.7826130228580808,PB01,PB07
TX.PB01_TX.PB07,53.0,-0.9060581444152463,0.7740113099810432,PB01,PB07
TX.PB01_TX.PB07,57.0,0.6683323407819638,0.8281811096567387,PB01,PB07
TX.PB01_TX.PB07,61.0,-0.1842501433632026,0.846642366072741,PB01,PB07
TX.PB01_TX.PB07,65.0,1.4416906428933636,0.7901532594672466,PB01,PB07
TX.PB01_TX.PB07,69.0,0.7071971084198155,0.7576753442825184,PB01,PB07
TX.PB01_TX.PB07,73.0,-0.09202597329704877,0.8163398464006025,PB01,PB07
TX.PB01_TX.PB07,77.0,-0.156911992050454,0.799217662608026,PB01,PB07
TX.PB01_TX.PB08,43.0,0.8792296093018813,0.8061229125135142,PB01,PB08
TX.PB01_TX.PB08,47.0,-0.5535705969359161,0.8013366620033776,PB01,PB08
TX.PB01_TX.PB08,51.0,0.3224901877067737,0.8130891725301075,PB01,PB08
TX.PB01_TX.PB08,55.0,-0.13964817470327323,0.8324137306541636,PB01,PB08
TX.PB01_TX.PB08,59.0,0.4861858507730264,0.8602711992288253,PB01,PB08
TX.PB01_TX.PB08,63.0,0.07437917547429934,0.7704591864050551,PB01,PB08
TX.PB01_TX.PB08,67.0,-1.4518841205619883,0.8301599460113644,PB01,PB08
TX.PB01_TX.PB08,71.0,0.3641927703348432,0.8324565200391384,PB01,PB08
TX.PB01_TX.PB08,75.0,-0.5831955693618174,0.834668561356433,PB01,PB08
TX.PB01_TX.PB08,79.0,1.2204281910312686,0.8051393634835313,PB01,PB08
TX.PB01_TX.PB08,83.0,0.2762125888984728,0.8223520614386938,PB01,PB08
TX.PB01_TX.PB10,21.0,-0.1490293586926695,0.8085875089778942,PB01,PB10
TX.PB01_TX.PB10,25.0,-0.021273715059637256,0.7746986918850904,PB01,PB10
TX.PB01_TX.PB10,29.0,0.3730828327772658,0.7710719619785203,PB01,PB10
TX.PB01_TX.PB10,33.0,0.16943969915750423,0.8074280909944397,PB01,PB10
TX.PB01_TX.PB10,37.0,-0.5684888568790559,0.8046250313132898,PB01,PB10
TX.PB01_TX.PB10,41.0,0.08401625397865113,0.817758079093662,PB01,PB10
TX.PB01_TX.PB10,45.0,-0.5368926355586806,0.8335049470812504,PB01,PB10
TX.PB01_TX.PB10,49.0,0.09919178164913667,0.8162232521333691,PB01,PB10
TX.PB01_TX.PB10,53.0,0.2811854631885952,0.8248421687802562,PB01,PB10
TX.PB01_TX.PB10,57.0,-0.4887061410804818,0.8283127067550022,PB01,PB10
TX.PB01_TX.PB10,61.0,0.4756689289930688,0.8296849365666045,PB01,PB10
TX.PB01_TX.PB12,19.0,-0.4715875652233093,0.7930793746826509,PB01,PB12
TX.PB01_TX.PB12,23.0,-0.12123383085074972,0.806794917286965,PB01,PB12
TX.PB01_TX.PB12,27.0,0.14644656366141232,0.786553772516213,PB01,PB12
TX.PB01_TX.PB12,31.0,0.14934435536528362,0.7809977001078182,PB01,PB12
TX.PB01_TX.PB12,35.0,0.25411730207340166,0.7148000578921032,PB01,PB12
TX.PB01_TX.PB12,39.0,0.038992872131974415,0.800350531614097,PB01,PB12
TX.PB01_TX.PB12,43.0,0.20898035166730036,0.8271094208289821,PB01,PB12
TX.PB01_TX.PB12,47.0,-0.14105470571765627,0.7394457265031871,PB01,PB12
TX.PB01_TX.PB12,51.0,-0.032201573336890645,0.8176652365658865,PB01,PB12
TX.PB01_TX.PB12,55.0,0.5748966579752349,0.8216759429013126,PB01,PB12
TX.PB01_TX.PB12,59.0,-0.10107515060454408,0.8234265093262435,PB01,PB12
TX.PB01_TX.PB14,33.0,-0.19125729597000887,0.8161673736041692,PB01,PB14
TX.PB01_TX.PB14,37.0,0.11259145106158534,0.7332787873481287,PB01,PB14
TX.PB01_TX.PB14,41.0,-0.4733491265991652,0.8112448414349474,PB01,PB14
TX.PB01_TX.PB14,45.0,-0.45780358585354536,0.8756005188193581,PB01,PB14
TX.PB01_TX.PB14,49.0,-0.016470281594065155,0.8582709170856696,PB01,PB14
TX.PB01_TX.PB14,53.0,-0.023020045592616705,0.8425070762852099,PB01,PB14
TX.PB01_TX.PB14,57.0,0.2765272331478691,0.8597851698174492,PB01,PB14
TX.PB01_TX.PB14,61.0,-0.4751929158561024,0.8223140973000151,PB01,PB14
TX.PB01_TX.PB14,65.0,0.27449442104644933,0.8518694551469712,PB01,PB14
TX.PB01_TX.PB14,69.0,-0.27519257397881897,0.8291846148345099,PB01,PB14
TX.PB01_TX.PB14,73.0,-0.2795819329191255,0.8057770229720825,PB01,PB14
TX.PB01_TX.PB16,29.0,-0.1025403160621126,0.7981541608913822,PB01,PB16
TX.PB01_TX.PB16,33.0,0.21537420025805967,0.8784978385112701,PB01,PB16
TX.PB01_TX.PB16,37.0,-0.5350407087395412,0.7619207531000632,PB01,PB16
TX.PB01_TX.PB16,41.0,0.06751128932520503,0.8385565362889138,PB01,PB16
TX.PB01_TX.PB16,45.0,-0.31114579391337194,0.8317044560272852,PB01,PB16
TX.PB01_TX.PB16,49.0,0.7791728380186728,0.848346971898149,PB01,PB16
TX.PB01_TX.PB16,53.0,0.29255668848276994,0.8433309735539155,PB01,PB16
TX.PB01_TX.PB16,57.0,0.15025949397439659,0.8288046321683081,PB01,PB16
TX.PB01_TX.PB16,61.0,-0.3544511457636158,0.8310024126661861,PB01,PB16
TX.PB01_TX.PB16,65.0,-0.3342224866877543,0.8271443269244141,PB01,PB16
TX.PB01_TX.PB16,69.0,0.4165519321187945,0.8261420328540585,PB01,PB16
TX.PB01_TX.PB17,33.0,0.3127323522754852,0.8183793564967573,PB01,PB17
TX.PB01_TX.PB17,37.0,0.26093685345016965,0.7873444780615424,PB01,PB17
TX.PB01_TX.PB17,41.0,-0.9463934977562078,0.7884462231464621,PB01,PB17
TX.PB01_TX.PB17,45.0,1.1758614432152104,0.8198812355451741,PB01,PB17
TX.PB01_TX.PB17,49.0,0.12978098725422427,0.762399697980627,PB01,PB17
TX.PB01_TX.PB17,53.0,0.3079411591812924,0.8259507534262931,PB01,PB17
TX.PB01_TX.PB17,57.0,0.3788289923991016,0.7864749209289053,PB01,PB17
TX.PB01_TX.PB17,61.0,0.6176236572570908,0.8112188042940814,PB01,PB17
TX.PB01_TX.PB17,65.0,-0.17105868865548335,0.8307767556165133,PB01,PB17
TX.PB01_TX.PB17,69.0,0.4814747844598151,0.8295539933365959,PB01,PB17
TX.PB01_TX.PB17,73.0,0.4916378247260946,0.8175643692707085,PB01,PB17
TX.PB01_TX.PB18,33.0,-0.46081689171336104,0.8198334783744522,PB01,PB18
TX.PB01_TX.PB18,37.0,0.23368908410066025,0.9196292948790787,PB01,PB18
TX.PB01_TX.PB18,41.0,0.591569586553819,0.8098433898571106,PB01,PB18
TX.PB01_TX.PB18,45.0,-0.3734602754332186,0.7163833190044782,PB01,PB18
TX.PB01_TX.PB18,49.0,-0.10793429418352088,0.8344898194676441,PB01,PB18
TX.PB01_TX.PB18,53.0,-0.37081577795253273,0.7879236604149219,PB01,PB18
TX.PB01_TX.PB18,57.0,0.6087103909434897,0.8307844838950048,PB01,PB18
TX.PB01_TX.PB18,61.0,0.609804866758387,0.7910259007719818,PB01,PB18
TX.PB01_TX.PB18,65.0,0.6969799472670766,0.7770228489555053,PB01,PB18
TX.PB01_TX.PB18,69.0,-0.1854293459167347,0.7832126181580662,PB01,PB18
TX.PB01_TX.PB18,73.0,-0.4946238126761965,0.842536253471913,PB01,PB18
TX.PB01_TX.PB19,41.0,-0.13766722113844118,0.8290282931949694,PB01,PB19
TX.PB01_TX.PB19,45.0,-0.2128371560099908,0.8453052654431794,PB01,PB19
TX.PB01_TX.PB19,49.0,-0.0388543175074815,0.804019925734043,PB01,PB19
TX.PB01_TX.PB19,53.0,0.18344996709639325,0.8036788145876977,PB01,PB19
TX.PB01_TX.PB19,57.0,-0.6256361611905897,0.804855052417261,PB01,PB19
TX.PB01_TX.PB19,61.0,0.5121017184229952,0.80455194508627,PB01,PB19
TX.PB01_TX.PB19,65.0,-0.0013967569796208455,0.8478288658438436,PB01,PB19
TX.PB01_TX.PB19,69.0,0.5868573388919827,0.8183718328716134,PB01,PB19
TX.PB01_TX.PB19,73.0,-0.3375850861652999,0.8606184059926822,PB01,PB19
TX.PB01_TX.PB19,77.0,-0.6633559380173761,0.8081177498231559,PB01,PB19
TX.PB01_TX.PB19,81.0,0.20275098228781713,0.7875226566482827,PB01,PB19
TX.PB01_TX.PB21,43.0,0.21195325470231816,0.7959976586942321,PB01,PB21
TX.PB01_TX.PB21,47.0,0.101000516329384,0.8537281921605421,PB01,PB21
TX.PB01_TX.PB21,51.0,-0.4672626680961631,0.8152922894077295,PB01,PB21
TX.PB01_TX.PB21,55.0,0.8018730918773352,0.803494799618367,PB01,PB21
TX.PB01_TX.PB21,59.0,0.6738984224008352,0.8701446729950598,PB01,PB21
TX.PB01_TX.PB21,63.0,0.054349365055495154,0.7791064093383935,PB01,PB21
TX.PB01_TX.PB21,67.0,-0.24997696139005368,0.7980424382440279,PB01,PB21
TX.PB01_TX.PB21,71.0,0.45670513245308514,0.7773455788152582,PB01,PB21
TX.PB01_TX.PB21,75.0,-0.33372430182438434,0.8280621821894376,PB01,PB21
TX.PB01_TX.PB21,79.0,-0.7542766301650374,0.8181237392347891,PB01,PB21
TX.PB01_TX.PB21,83.0,-0.4757613144458838,0.8111709390733742,PB01,PB21
TX.PB01_TX.PB30,31.0,-0.46406601928938274,0.8180623180231248,PB01,PB30
TX.PB01_TX.PB30,35.0,0.06743697622379646,0.8231295071290591,PB01,PB30
TX.PB01_TX.PB30,39.0,-0.1341867257368832,0.8210872102099097,PB01,PB30
TX.PB01_TX.PB30,43.0,0.13035248813582984,0.8062807381769026,PB01,PB30
